gbifid,species,latitude,longitude,pa,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
,,33.10908737,-112.2072066,0,20.8,17.4,4.5,775.6,40.4,2.3,38.1,30.4,24.3,30.9,11.2,208.0,35.0,3.0,49.0,80.0,14.0,65.0,62.0
,,35.22403665,-106.274885,0,10.3,16.2,4.2,783.6,30.4,-7.7,38.1,19.6,0.4,20.6,0.4,366.0,62.0,18.0,48.0,162.0,60.0,146.0,60.0
,,33.37180925,-104.666295,0,15.4,17.5,4.5,783.9,34.2,-4.4,38.6,24.3,7.2,25.5,5.3,314.0,59.0,9.0,64.0,156.0,30.0,144.0,33.0
,,37.5664079,-111.5026923,0,9.1,15.1,3.8,828.0,30.1,-9.1,39.2,19.3,12.9,20.0,-1.3,248.0,37.0,10.0,32.0,89.0,39.0,74.0,58.0
,,36.40175366,-104.8936134,0,9.1,18.5,4.6,754.6,29.0,-10.4,39.4,18.8,-0.5,18.8,-0.5,393.0,76.0,9.0,68.0,192.0,30.0,192.0,30.0
,,40.43407596,-113.1690166,0,10.8,14.1,3.3,950.2,33.9,-8.2,42.1,15.0,-1.2,23.4,-1.2,194.0,25.0,12.0,23.0,66.0,38.0,47.0,38.0
,,36.59818417,-108.3628528,0,10.7,16.5,3.9,876.0,32.5,-8.8,41.3,17.3,15.0,22.1,-0.6,236.0,34.0,9.0,38.0,88.0,36.0,72.0,50.0
,,41.54234481,-111.4412574,0,1.6,14.5,3.8,804.3,22.9,-14.9,37.8,-6.8,12.2,12.2,-8.2,557.0,56.0,32.0,17.0,162.0,106.0,106.0,159.0
,,32.84213665,-111.0177269,0,18.8,15.0,4.4,712.6,36.4,2.5,33.9,27.4,22.0,28.0,10.0,465.0,73.0,8.0,49.0,175.0,34.0,142.0,140.0
,,35.80941179,-114.0230495,0,12.3,14.5,4.1,735.4,31.7,-3.0,34.7,21.6,15.0,22.1,3.5,316.0,44.0,8.0,38.0,104.0,39.0,88.0,91.0
,,35.86692618,-103.9141532,0,11.4,16.6,4.2,803.6,31.1,-7.8,38.9,21.8,1.1,21.8,1.1,404.0,78.0,8.0,71.0,203.0,28.0,203.0,28.0
,,38.18173633,-107.8999494,0,3.1,17.5,4.3,771.9,23.9,-16.3,40.2,12.6,6.4,13.1,-6.6,596.0,66.0,30.0,19.0,187.0,122.0,160.0,135.0
,,36.41341545,-113.6635254,0,10.8,15.0,4.2,741.9,30.6,-5.0,35.6,2.8,13.5,20.7,1.9,388.0,48.0,11.0,33.0,124.0,53.0,100.0,113.0
,,34.27557479,-113.289843,0,18.2,18.3,4.7,750.4,38.7,0.1,38.6,27.8,21.0,28.1,9.1,278.0,42.0,3.0,45.0,96.0,20.0,72.0,85.0
,,32.88161436,-107.9056211,0,10.0,18.0,5.0,661.6,28.5,-7.1,35.6,17.9,9.0,18.8,1.8,453.0,95.0,9.0,75.0,249.0,42.0,212.0,79.0
,,31.33244295,-109.3729501,0,16.4,19.0,5.0,680.0,35.2,-2.2,37.4,24.4,20.2,25.1,7.8,328.0,86.0,5.0,85.0,191.0,24.0,167.0,61.0
,,35.25211525,-116.0456593,0,21.6,15.8,3.9,842.1,42.3,2.7,39.6,32.0,25.5,32.6,11.1,65.0,10.0,1.0,44.0,24.0,6.0,19.0,21.0
,,39.98846113,-106.9665057,0,1.4,15.7,4.0,807.1,22.2,-16.5,38.7,11.4,2.6,11.9,-8.6,510.0,49.0,36.0,10.0,139.0,121.0,134.0,123.0
,,35.74140609,-110.336871,0,10.9,16.9,4.1,830.3,32.2,-8.1,40.3,21.1,14.6,21.7,0.4,246.0,38.0,7.0,40.0,96.0,31.0,77.0,55.0
,,37.04470978,-109.5818996,0,12.2,16.3,3.8,915.7,34.5,-7.8,42.3,18.8,16.7,24.0,0.3,215.0,27.0,6.0,31.0,73.0,30.0,52.0,54.0
,,34.48231597,-106.7209278,0,12.9,19.4,4.6,802.3,34.0,-7.5,41.5,22.3,4.6,23.2,2.5,228.0,46.0,9.0,61.0,114.0,28.0,96.0,32.0
,,39.25985143,-104.1893519,0,8.1,16.5,4.0,841.1,29.6,-11.2,40.8,16.7,-2.3,19.3,-2.3,388.0,67.0,8.0,67.0,186.0,25.0,182.0,25.0
,,34.26187639,-115.7038258,0,21.2,15.0,4.1,775.2,40.7,4.2,36.5,30.8,24.5,31.4,11.6,106.0,19.0,1.0,51.0,42.0,8.0,32.0,31.0
,,37.57648959,-114.9006767,0,11.7,17.2,4.2,802.6,33.6,-6.6,40.2,3.4,15.1,22.3,1.7,243.0,27.0,8.0,23.0,73.0,44.0,57.0,64.0
,,36.36863779,-112.5830385,0,11.6,16.6,4.3,775.8,32.5,-5.7,38.2,21.2,14.8,21.8,2.0,323.0,44.0,11.0,33.0,105.0,45.0,90.0,88.0
,,39.79433391,-106.467494,0,-0.2,14.7,3.9,784.4,19.6,-17.5,37.1,9.5,1.0,10.0,-9.8,572.0,55.0,37.0,12.0,153.0,127.0,148.0,145.0
,,32.4197589,-111.2142073,0,20.7,17.6,4.7,738.3,39.4,2.4,37.0,29.8,24.1,30.3,11.5,313.0,55.0,6.0,55.0,138.0,24.0,113.0,80.0
,,33.72666269,-110.2106626,0,13.9,17.3,4.6,720.7,33.3,-3.8,37.1,22.8,17.0,23.2,4.9,448.0,78.0,11.0,49.0,182.0,40.0,152.0,116.0
,,33.80064325,-103.4401569,0,14.0,17.2,4.5,766.9,32.6,-5.6,38.2,23.8,4.0,23.8,4.0,411.0,73.0,10.0,66.0,199.0,33.0,199.0,33.0
,,35.12731386,-109.2012333,0,10.0,17.6,4.4,792.2,30.7,-8.9,39.6,19.7,13.6,20.3,0.0,294.0,52.0,10.0,52.0,130.0,34.0,108.0,56.0
,,31.88852366,-109.6480399,0,16.1,17.8,5.0,675.8,34.4,-1.2,35.6,24.1,19.5,24.8,7.6,341.0,81.0,5.0,81.0,192.0,24.0,167.0,66.0
,,33.68890134,-106.5511083,0,14.2,18.5,4.6,783.2,34.1,-5.4,39.5,23.3,9.7,24.3,4.1,254.0,51.0,8.0,65.0,131.0,27.0,112.0,35.0
,,37.5872131,-110.4991656,0,13.3,15.5,3.6,950.7,35.8,-7.1,42.9,20.1,18.1,25.6,1.0,157.0,20.0,6.0,30.0,57.0,26.0,43.0,33.0
,,39.54394673,-115.8475984,0,5.2,15.3,4.0,765.3,26.7,-11.3,38.0,3.1,15.2,15.5,-3.9,379.0,40.0,24.0,15.0,116.0,79.0,82.0,95.0
,,31.17163576,-105.4885123,0,15.0,17.3,4.7,715.9,32.9,-3.5,36.4,23.0,10.7,24.1,5.7,277.0,56.0,5.0,77.0,157.0,20.0,138.0,29.0
,,32.93794492,-111.5234345,0,21.0,18.6,4.7,775.1,41.0,2.0,39.0,30.6,24.4,31.0,11.3,317.0,47.0,9.0,42.0,112.0,31.0,93.0,91.0
,,32.27200654,-109.8034314,0,15.8,18.9,5.0,705.5,35.0,-2.3,37.3,24.4,19.2,25.0,7.0,320.0,70.0,6.0,75.0,171.0,23.0,146.0,69.0
,,40.46873593,-109.113769,0,5.1,15.3,3.7,882.5,27.6,-13.6,41.2,3.7,-6.0,16.7,-6.0,339.0,34.0,19.0,18.0,98.0,62.0,88.0,62.0
,,36.6374018,-101.2989783,0,13.7,16.3,3.9,892.3,34.6,-6.8,41.4,22.9,2.3,25.3,2.3,462.0,74.0,10.0,60.0,214.0,35.0,200.0,35.0
,,40.77349801,-111.5745915,0,5.5,15.5,3.9,812.8,27.6,-11.8,39.4,-3.4,16.2,16.2,-4.6,619.0,65.0,29.0,25.0,188.0,96.0,96.0,185.0
,,33.68638507,-104.9386422,0,14.6,18.2,4.7,757.0,33.8,-4.9,38.7,23.3,6.6,24.4,4.9,310.0,63.0,9.0,69.0,159.0,29.0,148.0,31.0
,,39.48475746,-112.7534822,0,10.2,16.9,3.7,946.4,34.6,-10.1,44.7,9.4,22.6,22.6,-1.9,186.0,24.0,12.0,24.0,64.0,37.0,37.0,39.0
,,41.47189045,-110.9496234,0,3.2,16.3,3.9,869.1,26.2,-15.3,41.5,7.3,-7.8,14.5,-7.8,306.0,34.0,19.0,17.0,92.0,61.0,77.0,61.0
,,30.20846989,-105.7081876,0,16.3,16.7,4.7,687.5,33.4,-1.5,34.9,23.8,12.0,24.8,7.2,257.0,67.0,3.0,101.0,173.0,12.0,145.0,17.0
,,35.50771417,-106.7768321,0,12.3,17.2,4.3,825.0,33.3,-6.7,40.0,22.1,1.9,23.1,1.9,259.0,47.0,12.0,49.0,115.0,40.0,102.0,40.0
,,38.07539098,-106.5027004,0,2.3,17.5,4.1,856.8,23.3,-19.1,42.4,12.5,6.5,13.1,-9.0,405.0,57.0,24.0,30.0,148.0,79.0,133.0,83.0
,,37.39305651,-106.9612364,0,2.7,18.1,4.3,802.0,23.7,-17.9,41.6,12.4,6.3,12.9,-7.7,578.0,74.0,26.0,26.0,192.0,96.0,162.0,133.0
,,32.98306472,-103.3503053,0,14.9,17.4,4.5,754.4,33.2,-4.8,38.0,23.4,6.8,24.4,5.0,403.0,67.0,9.0,65.0,190.0,34.0,180.0,34.0
,,35.60304198,-104.0447182,0,12.9,17.2,4.3,821.2,32.6,-7.4,40.0,23.5,2.3,23.5,2.3,372.0,71.0,8.0,68.0,187.0,27.0,187.0,27.0
,,34.11606014,-105.5620262,0,11.1,17.1,4.6,740.6,30.4,-6.7,37.1,19.8,2.6,20.7,1.7,357.0,75.0,12.0,70.0,188.0,43.0,177.0,46.0
,,35.19645402,-115.4425265,0,14.6,12.7,3.8,743.0,33.1,-0.1,33.2,6.7,17.3,24.5,5.7,261.0,39.0,5.0,44.0,90.0,27.0,70.0,85.0
,,39.23705704,-116.0057222,0,8.3,16.5,4.1,796.6,30.5,-9.4,39.9,6.8,-0.6,18.9,-1.5,255.0,28.0,18.0,15.0,80.0,55.0,61.0,55.0
,,37.56701361,-108.5738563,0,7.4,15.7,3.9,829.3,28.8,-11.3,40.1,13.9,11.0,18.3,-3.1,458.0,50.0,16.0,24.0,142.0,76.0,111.0,108.0
,,33.99593105,-114.5798862,0,22.4,15.5,4.1,799.5,41.9,4.6,37.3,12.4,25.9,32.7,12.4,104.0,17.0,1.0,53.0,37.0,6.0,26.0,37.0
,,36.3142492,-105.9027251,0,8.1,17.3,4.2,801.9,28.8,-11.8,40.6,17.7,-2.3,18.4,-2.3,336.0,61.0,15.0,49.0,150.0,48.0,140.0,48.0
,,36.57381731,-117.3536586,0,15.9,16.0,4.0,840.7,37.2,-2.6,39.8,7.4,19.7,26.9,5.4,120.0,19.0,4.0,42.0,48.0,17.0,22.0,48.0
,,39.12858728,-107.1895057,0,-1.3,14.9,3.9,780.9,18.2,-19.4,37.6,8.4,1.7,8.8,-10.8,636.0,66.0,36.0,15.0,174.0,134.0,159.0,165.0
,,38.96936328,-110.0082467,0,11.3,17.3,3.7,992.4,35.5,-11.1,46.6,18.4,-1.8,23.9,-1.8,191.0,23.0,10.0,26.0,65.0,35.0,50.0,35.0
,,36.95474821,-109.3590135,0,11.3,16.0,3.8,894.3,33.2,-8.3,41.5,17.9,15.6,22.9,-0.2,250.0,30.0,7.0,31.0,85.0,35.0,63.0,61.0
,,42.0386654,-111.2397694,0,3.1,16.0,3.8,885.1,26.1,-15.6,41.7,7.2,-6.9,14.5,-8.3,358.0,38.0,24.0,13.0,104.0,84.0,84.0,84.0
,,37.25480767,-110.2448823,0,13.3,14.6,3.5,931.7,35.1,-6.2,41.3,20.1,17.9,25.4,1.3,174.0,22.0,6.0,31.0,62.0,27.0,47.0,39.0
,,39.81334741,-110.9913224,0,3.6,14.8,3.6,877.3,25.1,-15.8,40.9,10.5,7.4,14.9,-7.7,407.0,40.0,26.0,10.0,112.0,88.0,99.0,106.0
,,38.89838161,-108.1848579,0,3.7,15.4,3.9,800.2,24.4,-14.6,39.0,2.0,7.1,14.2,-6.2,579.0,63.0,29.0,16.0,155.0,121.0,133.0,141.0
,,36.74778842,-114.8366797,0,17.3,15.6,3.9,849.9,38.6,-0.9,39.5,8.6,21.2,28.5,6.8,141.0,17.0,4.0,31.0,45.0,20.0,34.0,39.0
,,40.13498007,-107.2262547,0,2.0,15.7,4.0,810.5,22.9,-15.9,38.8,0.2,5.4,12.5,-8.1,537.0,52.0,38.0,9.0,143.0,129.0,133.0,132.0
,,33.44337639,-113.5233659,0,21.4,15.7,4.3,751.6,40.3,4.2,36.1,30.8,24.4,31.2,12.1,181.0,29.0,1.0,50.0,70.0,9.0,48.0,55.0
,,32.73891638,-109.4174864,0,16.7,19.4,4.9,754.3,36.5,-2.5,39.0,25.8,20.4,26.5,7.2,295.0,55.0,6.0,63.0,143.0,22.0,117.0,69.0
,,39.10633079,-107.5575494,0,2.2,16.5,4.0,812.1,23.1,-17.5,40.6,12.2,-8.0,12.7,-8.0,453.0,48.0,28.0,16.0,136.0,99.0,122.0,99.0
,,34.49845976,-111.2830887,0,8.3,15.3,4.4,695.6,26.9,-7.6,34.5,17.0,11.0,17.6,-0.2,671.0,95.0,12.0,43.0,242.0,64.0,197.0,192.0
,,30.03367349,-104.4346096,0,15.7,16.1,4.8,631.5,31.8,-1.7,33.5,22.4,8.6,23.4,7.2,341.0,70.0,6.0,85.0,200.0,22.0,183.0,25.0
,,34.18135727,-116.3635464,0,17.0,16.7,4.6,700.0,37.1,1.0,36.1,9.7,23.7,26.2,8.6,237.0,34.0,1.0,51.0,97.0,22.0,35.0,97.0
,,32.97939253,-109.4329413,0,14.5,19.0,5.0,721.5,34.2,-3.8,38.0,23.3,17.9,24.0,5.5,391.0,70.0,9.0,59.0,183.0,32.0,151.0,94.0
,,32.94041707,-110.1895689,0,16.1,16.6,4.6,731.4,34.8,-1.2,36.0,24.9,19.6,25.6,6.9,387.0,69.0,7.0,56.0,171.0,29.0,143.0,101.0
,,35.95579786,-113.0567586,0,9.4,15.9,4.4,712.6,29.3,-6.3,35.6,18.5,12.1,19.0,0.9,420.0,60.0,13.0,37.0,144.0,54.0,125.0,115.0
,,31.31004859,-106.308682,0,15.9,17.8,4.7,738.5,34.8,-2.4,37.2,24.3,15.6,25.4,6.5,259.0,56.0,4.0,78.0,149.0,21.0,127.0,35.0
,,38.84747672,-103.2868718,0,9.6,17.6,3.9,924.1,32.3,-11.8,44.1,19.1,-2.1,21.7,-2.1,351.0,66.0,7.0,68.0,173.0,23.0,163.0,23.0
,,39.38962418,-109.2237562,0,7.4,14.6,3.5,918.0,29.6,-11.9,41.5,14.4,-4.4,19.4,-4.4,344.0,35.0,21.0,16.0,102.0,71.0,87.0,71.0
,,39.83628624,-105.1870736,0,9.1,15.5,4.0,787.8,29.4,-8.9,38.3,17.1,-0.5,19.6,-0.5,428.0,67.0,13.0,43.0,165.0,46.0,140.0,46.0
,,36.84346215,-114.7961967,0,15.6,15.9,4.0,827.0,36.8,-2.3,39.1,7.1,19.2,26.5,5.4,176.0,21.0,5.0,29.0,56.0,27.0,42.0,48.0
,,36.07351003,-108.2045984,0,10.6,17.7,4.2,862.1,32.4,-9.5,41.9,20.9,14.8,21.7,-0.5,217.0,36.0,10.0,45.0,92.0,33.0,77.0,38.0
,,36.86881637,-115.5305341,0,13.9,16.0,4.2,784.5,34.6,-3.4,38.0,5.8,17.2,24.3,4.3,186.0,21.0,5.0,32.0,61.0,29.0,46.0,57.0
,,39.74919613,-112.0900425,0,8.2,15.6,3.7,863.4,31.0,-10.1,41.1,6.7,19.6,19.6,-2.6,399.0,43.0,23.0,16.0,119.0,77.0,77.0,103.0
,,36.48222004,-102.3411587,0,12.7,16.5,4.0,851.8,33.0,-7.3,40.3,21.5,1.9,23.8,1.9,429.0,67.0,10.0,61.0,192.0,32.0,192.0,32.0
,,41.93711996,-111.0813189,0,2.9,17.0,3.9,907.3,26.7,-16.8,43.5,7.4,-7.2,14.6,-8.9,310.0,34.0,19.0,18.0,95.0,64.0,79.0,64.0
,,41.28285523,-111.4642523,0,3.2,15.2,3.9,809.4,25.0,-13.8,38.8,1.6,13.9,13.9,-6.8,544.0,55.0,28.0,19.0,158.0,96.0,96.0,152.0
,,35.45932993,-111.1223653,0,13.8,17.0,4.1,860.5,35.3,-5.6,40.9,24.2,17.9,24.9,2.8,209.0,35.0,6.0,44.0,87.0,26.0,69.0,44.0
,,35.80080309,-106.1711954,0,11.0,16.9,4.3,816.4,31.5,-7.8,39.3,20.7,0.6,21.6,0.6,306.0,56.0,13.0,52.0,141.0,43.0,128.0,43.0
,,33.63657586,-104.7973233,0,14.8,18.2,4.6,769.9,34.0,-4.9,38.9,23.7,6.7,24.8,5.0,310.0,62.0,9.0,68.0,157.0,29.0,147.0,31.0
,,32.29686458,-111.6445124,0,20.5,17.9,4.8,733.3,39.4,2.2,37.2,29.6,23.8,30.0,11.4,286.0,56.0,5.0,63.0,135.0,19.0,110.0,71.0
,,39.35087554,-109.2366549,0,8.1,14.7,3.5,930.9,30.4,-11.6,42.0,15.0,-4.0,20.1,-4.0,326.0,34.0,20.0,16.0,98.0,68.0,82.0,68.0
,,37.36779882,-106.708478,0,0.6,15.2,4.2,719.6,19.1,-16.6,35.7,9.5,3.5,10.0,-8.2,875.0,95.0,39.0,23.0,252.0,142.0,216.0,230.0
,,34.85503032,-117.2177098,0,17.5,16.3,4.3,749.1,37.9,0.5,37.4,9.8,24.6,27.3,8.3,99.0,16.0,1.0,52.0,44.0,8.0,12.0,43.0
,,31.68931454,-109.8851337,0,16.0,16.3,4.8,643.4,33.5,0.0,33.5,23.5,19.3,24.3,8.0,373.0,94.0,5.0,88.0,219.0,29.0,198.0,65.0
,,32.44253519,-104.9527082,0,13.6,15.8,4.6,664.6,30.2,-3.6,33.8,21.1,9.4,22.1,5.0,299.0,58.0,7.0,75.0,159.0,24.0,147.0,30.0
,,31.53261043,-103.1709853,0,18.1,17.7,4.5,779.3,36.4,-2.2,38.6,26.8,9.9,27.9,7.9,289.0,54.0,8.0,57.0,126.0,29.0,107.0,31.0
,,30.7020188,-105.3573976,0,16.0,16.9,4.6,716.6,33.5,-2.5,36.0,23.9,11.7,25.0,6.5,270.0,61.0,5.0,88.0,164.0,16.0,141.0,23.0
,,37.91909161,-111.2901903,0,9.3,14.5,3.6,851.9,30.0,-9.3,39.3,19.7,13.1,20.4,-1.5,242.0,36.0,11.0,32.0,90.0,43.0,75.0,48.0
,,34.13875709,-116.3809842,0,16.4,16.6,4.6,686.4,36.4,0.7,35.7,9.3,23.0,25.5,8.2,271.0,40.0,1.0,54.0,115.0,23.0,35.0,114.0
,,38.3888341,-103.455127,0,10.7,18.1,4.0,940.0,33.6,-11.5,45.1,20.5,-1.3,23.0,-1.3,311.0,62.0,7.0,69.0,150.0,21.0,144.0,21.0
,,35.64805354,-112.9715535,0,9.4,16.6,4.6,704.5,29.3,-6.4,35.7,18.4,12.1,18.9,1.0,418.0,64.0,13.0,41.0,152.0,52.0,132.0,112.0
,,34.51458614,-107.3303332,0,10.7,18.2,4.6,755.9,30.7,-8.3,39.0,19.6,5.9,20.5,1.1,288.0,62.0,10.0,70.0,157.0,35.0,131.0,40.0
,,34.89859161,-110.809741,0,11.9,17.2,4.3,807.7,32.7,-6.8,39.5,21.9,15.5,22.5,1.7,309.0,52.0,8.0,48.0,131.0,34.0,106.0,69.0
,,31.3176509,-109.6181639,0,16.7,18.8,5.0,675.8,35.3,-1.7,37.0,24.7,20.3,25.4,8.2,323.0,89.0,5.0,94.0,195.0,24.0,175.0,55.0
,,34.7111407,-113.9934925,0,18.1,15.6,4.2,768.2,37.7,1.3,36.4,10.1,21.0,28.3,8.8,218.0,30.0,3.0,43.0,74.0,18.0,54.0,70.0
,,37.8150873,-110.2887408,0,12.2,15.6,3.6,939.6,34.7,-8.0,42.7,19.0,16.9,24.3,0.0,192.0,24.0,7.0,28.0,67.0,33.0,52.0,41.0
,,39.81822505,-109.9202176,0,8.4,16.7,3.5,1026.3,32.6,-14.5,47.1,15.9,-5.5,21.3,-5.5,213.0,24.0,12.0,22.0,69.0,39.0,57.0,39.0
,,38.31054268,-110.0635409,0,10.8,15.8,3.6,934.1,33.6,-9.4,43.0,17.7,15.5,23.0,-1.2,231.0,28.0,10.0,26.0,79.0,44.0,62.0,48.0
,,33.84401016,-108.8979959,0,7.9,21.0,5.3,684.7,28.1,-11.3,39.4,16.4,10.8,16.9,-0.6,407.0,83.0,12.0,68.0,209.0,42.0,176.0,72.0
,,37.26810171,-113.2229078,0,13.2,16.3,4.1,809.5,34.4,-4.7,39.1,4.7,16.6,23.8,3.1,352.0,47.0,10.0,32.0,124.0,54.0,71.0,107.0
,,36.37456372,-108.5404833,0,11.3,17.5,4.1,875.6,33.3,-8.8,42.1,21.8,15.6,22.6,-0.1,201.0,31.0,8.0,42.0,79.0,30.0,65.0,39.0
,,37.13632244,-102.6673061,0,11.9,16.9,4.1,852.8,32.8,-8.2,41.0,20.7,1.1,23.1,1.1,399.0,69.0,8.0,63.0,188.0,26.0,179.0,26.0
,,33.58420189,-110.8184981,0,15.8,15.5,4.4,728.5,34.4,-0.8,35.2,24.8,19.0,25.4,6.9,494.0,80.0,9.0,48.0,179.0,37.0,148.0,151.0
,,36.7818078,-109.4800521,0,11.3,15.7,3.8,885.8,32.9,-8.1,41.0,17.9,15.6,22.9,0.0,242.0,30.0,7.0,32.0,83.0,33.0,64.0,58.0
,,37.2112454,-111.7363995,0,12.2,15.3,3.8,858.8,33.7,-6.2,39.9,22.6,16.3,23.5,1.3,178.0,25.0,7.0,30.0,60.0,28.0,50.0,47.0
,,34.4026199,-103.6766894,0,14.2,16.8,4.3,783.4,33.1,-5.2,38.3,24.2,4.1,24.2,4.1,384.0,69.0,9.0,67.0,191.0,31.0,191.0,31.0
,,39.03646383,-113.8047518,0,10.1,17.9,4.0,885.1,34.1,-9.9,44.0,9.1,-1.0,21.9,-1.0,200.0,21.0,9.0,26.0,62.0,31.0,53.0,31.0
,,41.05874558,-113.2476942,0,10.3,13.8,3.3,942.5,33.4,-8.4,41.8,14.6,-1.6,22.8,-1.6,231.0,31.0,14.0,24.0,80.0,44.0,58.0,44.0
,,36.92258588,-109.8733767,0,12.7,15.5,3.7,916.2,34.6,-6.8,41.4,19.4,17.2,24.6,0.9,196.0,25.0,6.0,32.0,69.0,27.0,52.0,46.0
,,34.49637847,-103.4217821,0,13.7,16.2,4.3,776.8,32.4,-5.2,37.6,23.7,3.7,23.7,3.7,400.0,70.0,10.0,66.0,198.0,34.0,198.0,34.0
,,36.78632436,-108.9969502,0,11.0,16.9,4.0,884.2,33.2,-9.0,42.2,17.6,15.3,22.5,-0.4,233.0,30.0,7.0,33.0,82.0,33.0,62.0,54.0
,,34.1020081,-106.0592925,0,11.9,17.4,4.5,756.6,31.6,-6.4,38.0,20.8,7.1,21.7,2.3,346.0,69.0,13.0,64.0,175.0,46.0,157.0,52.0
,,31.31898752,-108.4181235,0,15.7,18.8,5.0,678.5,35.3,-2.1,37.4,23.2,19.9,24.2,7.1,322.0,76.0,4.0,79.0,182.0,23.0,152.0,60.0
,,35.79810656,-108.6080105,0,10.6,18.0,4.3,842.0,32.0,-9.1,41.1,20.8,14.6,21.5,-0.1,219.0,39.0,9.0,51.0,98.0,30.0,82.0,38.0
,,34.55784745,-107.0490815,0,12.5,19.0,4.6,790.3,33.3,-7.4,40.7,21.8,4.3,22.8,2.4,231.0,48.0,9.0,65.0,120.0,28.0,99.0,31.0
,,41.96466756,-105.2235531,0,7.7,16.1,4.0,837.5,29.9,-10.1,40.0,16.2,-2.7,18.9,-2.7,330.0,62.0,9.0,59.0,154.0,28.0,120.0,28.0
,,32.84013143,-104.8673719,0,14.7,17.0,4.6,725.5,32.6,-4.0,36.6,23.0,7.1,24.1,5.4,318.0,61.0,8.0,69.0,165.0,29.0,146.0,33.0
,,30.22844968,-104.0158712,0,16.1,17.8,5.0,646.0,33.0,-2.3,35.3,23.1,9.1,24.1,7.6,319.0,57.0,6.0,74.0,168.0,24.0,157.0,28.0
,,42.49102608,-108.4729306,0,3.8,14.9,3.5,911.0,26.7,-14.7,41.4,8.0,-7.5,15.9,-7.5,296.0,44.0,17.0,30.0,109.0,57.0,73.0,57.0
,,37.30214967,-115.3947384,0,12.4,16.5,4.2,785.6,33.5,-5.2,38.7,4.3,15.7,22.8,2.8,217.0,23.0,7.0,26.0,68.0,38.0,52.0,62.0
,,38.17921934,-115.8652867,0,10.9,17.3,4.2,806.5,33.0,-7.7,40.7,2.6,14.4,21.6,0.9,208.0,20.0,12.0,13.0,59.0,46.0,50.0,55.0
,,33.37696942,-108.5276521,0,7.0,19.2,5.2,654.0,25.9,-10.8,36.7,15.0,9.8,15.6,-1.2,526.0,101.0,14.0,65.0,264.0,51.0,223.0,107.0
,,38.50077429,-112.7705603,0,6.8,17.6,4.2,815.9,29.6,-11.9,41.5,5.3,14.9,17.7,-3.3,370.0,43.0,19.0,19.0,112.0,82.0,88.0,84.0
,,38.54560804,-113.7544759,0,9.7,18.0,4.1,871.0,33.3,-10.2,43.5,20.5,-1.3,21.2,-1.3,223.0,26.0,12.0,25.0,71.0,38.0,60.0,38.0
,,39.60986045,-105.6687281,0,-2.8,12.1,3.6,752.1,15.1,-18.0,33.1,-5.2,-1.7,7.2,-11.7,805.0,84.0,48.0,16.0,238.0,166.0,209.0,192.0
,,38.24788493,-104.0882485,0,11.3,18.3,4.1,900.0,33.8,-10.3,44.1,23.0,-0.2,23.0,-0.2,280.0,53.0,6.0,65.0,133.0,19.0,133.0,19.0
,,37.42160772,-108.0070867,0,-0.5,14.8,4.2,696.8,18.0,-17.0,35.0,8.2,2.1,8.6,-8.8,887.0,97.0,37.0,24.0,266.0,143.0,227.0,237.0
,,39.43295532,-105.2766959,0,5.2,18.2,4.5,744.1,26.3,-13.5,39.8,15.1,-3.9,15.1,-3.9,448.0,66.0,11.0,47.0,177.0,45.0,177.0,45.0
,,34.55822552,-111.6951318,0,14.2,17.0,4.6,717.4,33.9,-2.6,36.5,23.2,17.1,23.7,5.5,546.0,74.0,10.0,40.0,184.0,55.0,145.0,161.0
,,34.91288304,-111.9245407,0,14.8,17.2,4.6,734.7,34.9,-2.2,37.1,24.0,17.8,24.5,5.9,450.0,60.0,10.0,37.0,154.0,51.0,122.0,123.0
,,33.64682134,-115.4710573,0,20.2,14.8,4.2,742.2,39.1,3.9,35.2,29.7,22.9,30.0,11.2,132.0,23.0,1.0,49.0,49.0,8.0,37.0,42.0
,,31.35335279,-103.7183295,0,18.2,18.3,4.8,746.0,36.5,-1.4,37.9,26.4,10.3,27.6,8.5,294.0,56.0,8.0,60.0,135.0,30.0,114.0,34.0
,,36.77625322,-110.8978118,0,12.1,13.8,3.5,882.4,32.9,-5.9,38.8,22.8,16.3,23.6,0.9,168.0,24.0,6.0,32.0,61.0,25.0,50.0,39.0
,,41.89255444,-108.8395568,0,4.4,15.7,3.6,933.2,27.9,-14.8,42.7,9.0,-7.5,16.6,-7.5,226.0,34.0,12.0,32.0,81.0,39.0,63.0,39.0
,,36.44984222,-100.8616395,0,13.6,15.9,3.8,898.1,34.3,-7.4,41.7,22.7,1.8,25.0,1.8,506.0,81.0,11.0,56.0,227.0,43.0,210.0,43.0
,,34.66740092,-115.9286052,0,20.2,15.4,4.1,788.7,40.3,2.9,37.4,30.0,23.6,30.6,10.5,110.0,19.0,1.0,48.0,43.0,8.0,33.0,34.0
,,33.60228135,-107.6098985,0,10.3,19.4,5.0,705.0,29.7,-8.7,38.4,18.6,5.8,19.5,1.4,336.0,76.0,7.0,82.0,201.0,28.0,163.0,42.0
,,40.12125938,-104.7602773,0,9.8,16.0,3.8,868.0,31.3,-9.9,41.2,18.7,-1.1,21.2,-1.1,370.0,65.0,10.0,54.0,160.0,33.0,131.0,33.0
